#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1548685917691170323,0.7649587475,-0.2320698841,-0.0512665267,8.9230662598,0.3930297636,0.2781062942
1548685917696148323,0.7768875460,-0.2237207406,-0.0398333949,8.9888457491,0.3198073954,0.2596438818
1548685917701127323,0.7904943167,-0.2182224496,-0.0329768606,9.0534292476,0.2874410368,0.2329811995
1548685917706106323,0.7965879176,-0.2139112183,-0.0257849169,9.1323646347,0.2623024404,0.1967426243
1548685917711085323,0.8031828726,-0.2145047083,-0.0175196155,9.1981441239,0.2707950280,0.1512963606
1548685917716064323,0.8109935521,-0.2145207502,-0.0084600185,9.2447877617,0.2372049551,0.1401184443
1548685917721044323,0.8171065369,-0.2151192452,0.0003464736,9.3308990931,0.2553360271,0.1178385685
1548685917726022323,0.8217737012,-0.2186098640,0.0097048932,9.3201351766,0.2637346465,0.1003986364
1548685917731001323,0.8305494509,-0.2163153740,0.0187541959,9.3021953159,0.2649143132,0.0818860722
1548685917735980323,0.8390902700,-0.2154677665,0.0286121291,9.3930906101,0.2482022330,0.1052696323
1548685917740960323,0.8457162096,-0.2172421018,0.0419791384,9.4110304708,0.2854766631,0.1296338450
1548685917745939323,0.8530713965,-0.2184396247,0.0558762409,9.4146184430,0.3095148783,0.1354402784
1548685917750918323,0.8620933387,-0.2193124034,0.0643889184,9.4528901458,0.3023517192,0.1489880219
1548685917755897323,0.8699353756,-0.2228112686,0.0777466007,9.4564781179,0.3287933155,0.1876182533
1548685917760875323,0.8799548749,-0.2225558171,0.0916191560,9.4134224523,0.3371522921,0.2714363568
1548685917765855323,0.8894909579,-0.2145360126,0.1087115701,9.3584068795,0.4392284471,0.3589103770
1548685917770833323,0.9050835010,-0.2059090991,0.1249448745,9.3021953159,0.5160676329,0.3983428469
1548685917775813323,0.9187185452,-0.1918071540,0.1401171642,9.2950193717,0.5833534927,0.5203426746
1548685917780791323,0.9355046615,-0.1756764684,0.1557971310,9.2160839846,0.6445428049,0.5659504156
1548685917785771323,0.9561639129,-0.1577963716,0.1709047458,9.2471797431,0.6734215520,0.5866205446
1548685917790750323,0.9753742940,-0.1413669314,0.1865631817,9.2818634738,0.6962962513,0.6224832094
1548685917795729323,0.9953130752,-0.1260860701,0.2019476455,9.3619948516,0.6771675757,0.5662976825
1548685917800708323,1.0159558008,-0.1081899529,0.2141021525,9.4146184430,0.6375763915,0.5972426066
1548685917805687323,1.0326843533,-0.0960312935,0.2179727863,9.5007297743,0.5655806741,0.5902257328
1548685917810666323,1.0460142291,-0.0856097582,0.2205322597,9.5832531335,0.4479163121,0.5234821457
1548685917815645323,1.0549772631,-0.0763558575,0.2223255826,9.6885003163,0.2894223690,0.5584294065
1548685917820624323,1.0546893434,-0.0648047775,0.2185603603,9.8523510440,0.1538324903,0.4706526961
1548685917825603323,1.0475990437,-0.0593123916,0.2102955585,10.0209857346,-0.0238106839,0.4027506583
1548685917830582323,1.0334905913,-0.0590425374,0.2026334670,10.1668966016,-0.1257752517,0.4160277200
1548685917835561323,1.0103671889,-0.0604960016,0.1867291541,10.3678230414,-0.2456976379,0.3617383141
1548685917840540323,0.9845961809,-0.0691726777,0.1716592076,10.5364577320,-0.2887514733,0.3231092995
1548685917845519323,0.9566266776,-0.0815832807,0.1523158872,10.6919365247,-0.2477031227,0.3221516828
1548685917850498323,0.9259926246,-0.0974605428,0.1321932701,10.7469520975,-0.1298699118,0.3319222509
1548685917855477323,0.8978242361,-0.1205594379,0.1166187700,10.7242282740,0.0287253407,0.4165970040
1548685917860456323,0.8791698022,-0.1485636707,0.1092873194,10.6871525619,0.1692776163,0.5131950224
1548685917865435323,0.8641680881,-0.1696622980,0.1072878799,10.5221058434,0.2748237637,0.6349924492
1548685917870414323,0.8523526101,-0.1890539751,0.1119710188,10.3020435522,0.3514617989,0.7493411212
1548685917875393323,0.8475902570,-0.2069971503,0.1208866828,10.1513487223,0.4233782307,0.8053027012
1548685917880372323,0.8438182879,-0.2154617811,0.1370350571,10.0102218182,0.4364235727,0.8505982382
1548685917885351323,0.8434403981,-0.2193078101,0.1547608430,9.8882307654,0.3942146427,0.8370320605
1548685917890330323,0.8445176251,-0.2196953234,0.1738135093,9.8033154248,0.4145391357,0.8827317887
1548685917895309323,0.8511426835,-0.2125500397,0.1903952301,9.7781996198,0.4878114245,0.8537478642
1548685917900288323,0.8597043095,-0.2045300504,0.2066907750,9.7471038613,0.5947237066,0.8236645340
1548685917905267323,0.8708777671,-0.1886767653,0.2159768309,9.7554757962,0.6932726074,0.8082852524
1548685917910246323,0.8815237207,-0.1676057066,0.2196254138,9.7411239077,0.7557428956,0.7920526738
1548685917915224323,0.8950400789,-0.1533887060,0.2135890201,9.7554757962,0.8482906850,0.7191506903
1548685917920204323,0.9087474718,-0.1368191636,0.1992263300,9.7542798055,0.9384160061,0.6699072774
1548685917925183323,0.9226674519,-0.1153286539,0.1813677103,9.7291640006,0.9840494127,0.6561703419
1548685917930162323,0.9341400219,-0.0938267594,0.1595034349,9.7626517405,1.0321581448,0.6193602126
1548685917935141323,0.9504345425,-0.0768802271,0.1308884724,9.7973354712,1.0538311535,0.6059865644
1548685917940120323,0.9633019884,-0.0567523541,0.0977370152,9.8499590626,1.1115769018,0.5302272001
1548685917945100323,0.9749404710,-0.0366136913,0.0616431049,9.9480303011,1.1717818246,0.4093002703
1548685917950078323,0.9887581896,-0.0213534939,0.0231175990,10.0580614467,1.2548335500,0.3022720612
1548685917955057323,1.0023469870,-0.0075460045,-0.0135254188,10.1824444809,1.3691468480,0.1985571058
1548685917960036323,1.0225134116,0.0025200698,-0.0461961305,10.3295513386,1.5411691879,0.0910007025
1548685917965016323,1.0441810969,0.0105335876,-0.0713610770,10.4945980570,1.7036000275,-0.0566560058
1548685917969994323,1.0717032167,0.0127844980,-0.0925457752,10.6118051469,1.8767873517,-0.1286361162
1548685917974973323,1.1031463439,0.0040795199,-0.1105345868,10.6907405340,2.0523310729,-0.2047843343
1548685917979952323,1.1363544894,-0.0046836735,-0.1164574195,10.6417049148,2.1532128786,-0.1525605383
1548685917984931323,1.1768892771,-0.0146167182,-0.1135839724,10.5388497134,2.1614984426,-0.1136469821
1548685917989911323,1.2203660287,-0.0234175330,-0.1045623020,10.4252305957,2.1421319103,-0.0616843069
1548685917994890323,1.2631612809,-0.0319783411,-0.0872120653,10.2135402394,2.0865942656,0.0689963215
1548685917999868323,1.3045164508,-0.0348057729,-0.0650211106,10.0508855024,1.9614187689,0.0642118121
1548685918004847323,1.3422588657,-0.0350833837,-0.0374308964,9.8523510440,1.7749130078,0.2006081706
1548685918009827323,1.3763524239,-0.0313376657,-0.0103487447,9.7040481956,1.6317297722,0.2483861615
1548685918014805323,1.4041362920,-0.0209971366,0.0183945080,9.5366094957,1.4416571140,0.3034708200
1548685918019785323,1.4260660530,-0.0057574240,0.0428897120,9.4325583037,1.2444521301,0.3483148399
1548685918024764323,1.4397144827,0.0126470763,0.0620856474,9.3440549909,1.0556780672,0.4328029763
1548685918029743323,1.4421703757,0.0390960602,0.0776149096,9.2866474367,0.8717489408,0.3937744394
1548685918034722323,1.4368347357,0.0586376749,0.0848952791,9.2950193717,0.7023208546,0.3726023259
1548685918039701323,1.4253547084,0.0836991623,0.0796068935,9.3165472045,0.4956565130,0.3465712187
1548685918044680323,1.4031703952,0.1081729873,0.0679695685,9.2866474367,0.3237780617,0.2790294113
1548685918049658323,1.3685747144,0.1337874132,0.0489230357,9.3117632416,0.1351434826,0.2130865578
1548685918054638323,1.3290935099,0.1599910008,0.0237439994,9.4229903780,-0.0389650960,0.2057534867
1548685918059617323,1.2820878171,0.1818537779,-0.0043187651,9.4516941551,-0.2287969609,0.1034207154
1548685918064596323,1.2251291919,0.1982179354,-0.0363169206,9.4648500529,-0.3982191740,0.0622542797
1548685918069575323,1.1630648082,0.2145732320,-0.0706865049,9.5294335514,-0.4990818925,0.0778119679
1548685918074554323,1.0993244180,0.2285988380,-0.1020862942,9.5569413379,-0.5627377205,0.0387673932
1548685918079533323,1.0336586770,0.2385741418,-0.1323920800,9.5844491243,-0.5999563570,0.0606756696
1548685918084512323,0.9690127460,0.2490806993,-0.1535790445,9.5892330871,-0.5807234356,0.1039806472
1548685918089491323,0.9075658609,0.2552400451,-0.1680787831,9.6908922977,-0.5265225606,0.1189932045
1548685918094470323,0.8498169810,0.2518620772,-0.1753546455,9.7255760284,-0.4675971456,0.1466405276
1548685918099449323,0.7979416031,0.2478816554,-0.1732849563,9.7494958427,-0.3798443723,0.2084239055
1548685918104428323,0.7531462456,0.2404327272,-0.1640258718,9.7602597591,-0.2464435098,0.2656857175
1548685918109407323,0.7164084606,0.2266350866,-0.1473152386,9.7889635362,-0.1250375288,0.2828478405
1548685918114386323,0.6845619716,0.2102287740,-0.1242020885,9.7853755641,0.0431947399,0.3402963636
1548685918119365323,0.6629081692,0.1906937145,-0.1009075400,9.8128833505,0.2763564714,0.3715137575
1548685918124344323,0.6507147110,0.1703331168,-0.0774269709,9.8583309976,0.4626742963,0.3954648065
1548685918129323323,0.6477404198,0.1456922396,-0.0548294518,9.8690949140,0.6705799713,0.3940925014
1548685918134302323,0.6530101384,0.1199366696,-0.0328404289,9.8547430254,0.8688412888,0.4176833425
1548685918139281323,0.6645749076,0.0945053304,-0.0125178184,9.8595269883,1.0334787637,0.4093698375
1548685918144260323,0.6853157499,0.0688633166,0.0007439637,9.8368031647,1.1896706351,0.3908827627
1548685918149239323,0.7113779425,0.0481482183,0.0134181736,9.7758076384,1.3013529730,0.4514729251
1548685918154218323,0.7400800371,0.0312113747,0.0225760294,9.7303599913,1.3733986109,0.4485570779
1548685918159197323,0.7733529194,0.0180698934,0.0265896972,9.7267720191,1.4659243766,0.5013357992
1548685918164176323,0.8102384211,0.0066942539,0.0268115719,9.7148121120,1.5055654813,0.4944548686
1548685918169156323,0.8434970366,-0.0018301636,0.0300163057,9.7590637684,1.4899978298,0.5149570535
1548685918174134323,0.8791860621,-0.0143773149,0.0326658996,9.7901595269,1.4167328824,0.4629707265
1548685918179113323,0.9139108194,-0.0260710525,0.0366656751,9.7937474991,1.3842916430,0.5074775495
1548685918184096323,0.9481542616,-0.0394966428,0.0406710404,9.8176673133,1.3674973407,0.5306018018
1548685918189071323,0.9792554086,-0.0569733967,0.0449756709,9.8726828861,1.3315141645,0.4806244608
1548685918194050323,1.0115738277,-0.0753127132,0.0498072392,9.9085626075,1.2858939721,0.5129714733
1548685918199029323,1.0424397167,-0.0933729257,0.0551883007,9.8786628397,1.2449997880,0.5473862437
1548685918204008323,1.0730496421,-0.1128596310,0.0576194918,9.8571350069,1.2041158817,0.5090042591
1548685918208987323,1.1022212138,-0.1338071877,0.0624807544,9.8559390162,1.1416265061,0.4937966690
1548685918213967323,1.1326040481,-0.1556114812,0.0667950974,9.8738788769,1.0455132880,0.4302725258
1548685918218946323,1.1566872344,-0.1748585278,0.0730421042,9.8451750997,0.9277123785,0.4283493855
1548685918223924323,1.1800666232,-0.1918300371,0.0843945560,9.8152753319,0.7810694282,0.3514227073
1548685918228903323,1.1951969756,-0.2102712995,0.0944782453,9.8499590626,0.6212871678,0.3322340556
1548685918233882323,1.2059697374,-0.2278752501,0.1062104141,9.8104913691,0.4698257094,0.1991686129
1548685918238861323,1.2145332615,-0.2420101616,0.1144690694,9.7638477312,0.3688264435,0.1939688116
1548685918243840323,1.2160721150,-0.2547441382,0.1246676665,9.7626517405,0.3039336869,0.1717280343
1548685918248819323,1.2170985333,-0.2637134596,0.1313776119,9.7471038613,0.2342165492,0.0992752088
1548685918253799323,1.2129998545,-0.2692204696,0.1335657580,9.7530838148,0.1825511980,0.0159735977
1548685918258777323,1.2045222699,-0.2744449087,0.1333758609,9.7662397127,0.0792219636,-0.0580341886
1548685918263756323,1.1967661835,-0.2810989382,0.1315698914,9.8009234434,0.0504239703,-0.0948409133
1548685918268736323,1.1836531195,-0.2871790058,0.1260518596,9.8415871276,-0.0024004922,-0.1926826221
1548685918273715323,1.1719696324,-0.2897757989,0.1172968141,9.8798588304,-0.0311940807,-0.2494673655
1548685918278694323,1.1595449697,-0.2958148618,0.1047923163,9.8547430254,-0.0360316761,-0.3370462988
1548685918283673323,1.1451598033,-0.2963759804,0.0906898753,9.8332151926,-0.0336547236,-0.3390980538
1548685918288652323,1.1315119607,-0.2952173077,0.0789958927,9.8379991555,-0.0841198526,-0.3872146544
1548685918293630323,1.1195470717,-0.2928864873,0.0651383932,9.7997274526,-0.1622767208,-0.4570109581
1548685918298610323,1.1056278241,-0.2893992111,0.0491493415,9.6944802699,-0.1792295943,-0.3993015203
1548685918303589323,1.0907352038,-0.2821726741,0.0339713297,9.6538165856,-0.2201369926,-0.4034259353
1548685918308568323,1.0729177665,-0.2671762248,0.0190813784,9.5545493564,-0.2647214069,-0.3235172227
1548685918313547323,1.0524212868,-0.2438365995,0.0052823071,9.4792019415,-0.2852426457,-0.3283463735
1548685918318526323,1.0374763436,-0.2161324918,-0.0115222038,9.4122264616,-0.2781147247,-0.2442018932
1548685918323505323,1.0220580715,-0.1861401495,-0.0253711155,9.4445182108,-0.2792767724,-0.1789929503
1548685918328484323,1.0073502727,-0.1509495618,-0.0403042609,9.4756139694,-0.2455912632,-0.1536348511
1548685918333463323,0.9929013406,-0.1206647415,-0.0541619177,9.5772731800,-0.2646935102,-0.1456373125
1548685918338442323,0.9760591734,-0.0932980754,-0.0634321578,9.6777363999,-0.2585617244,-0.1177008288
1548685918343421323,0.9609381287,-0.0650839650,-0.0681540847,9.7698276848,-0.2356165490,-0.0697254236
1548685918348399323,0.9504361278,-0.0388753143,-0.0715726290,9.8403911369,-0.1898656823,-0.0894558363
1548685918353379323,0.9353164386,-0.0155534536,-0.0779015797,10.0162017717,-0.1223551799,-0.0496668687
1548685918358357323,0.9226618039,0.0008350677,-0.0796826347,10.2111482580,-0.0956786633,-0.0957062226
1548685918363337323,0.9117549953,0.0097017858,-0.0752981723,10.3773909671,-0.1086931721,-0.1143812204
1548685918368316323,0.8991873844,0.0104700324,-0.0674025600,10.5675534905,-0.1312918400,-0.0372511827
1548685918373295323,0.8866544180,0.0083276732,-0.0544039120,10.7134643575,-0.1503397617,-0.0263399699
1548685918378274323,0.8734405057,-0.0016308745,-0.0360236088,10.8234955032,-0.1622215878,-0.0208030041
1548685918383253323,0.8621861596,-0.0159156492,-0.0157777832,10.9777783052,-0.1524186591,-0.0053241039
1548685918388232323,0.8526692698,-0.0328212390,0.0106297974,11.0304018966,-0.1187067214,0.0701494547
1548685918393211323,0.8409873545,-0.0572333290,0.0373307751,11.0184419894,-0.0826706882,0.1125060688
1548685918398190323,0.8368644704,-0.0865445617,0.0696072066,10.9574464630,-0.0623168301,0.2669036744
1548685918403169323,0.8375489537,-0.1057242131,0.0980747721,10.8761190945,0.0241050466,0.3430173685
1548685918408148323,0.8374813721,-0.1260339613,0.1217172574,10.7684799304,0.1092929311,0.4452806571
1548685918413127323,0.8419971506,-0.1506161936,0.1394163583,10.7146603483,0.1332606703,0.5491705969
1548685918418105323,0.8484284186,-0.1728647766,0.1536066046,10.6297450076,0.1175344476,0.6230147752
1548685918423086323,0.8565490788,-0.1884811138,0.1688507014,10.5292817877,0.1186128050,0.6513468677
1548685918428064323,0.8663663043,-0.2058155194,0.1832758163,10.4706782428,0.1089273365,0.6955233182
1548685918433043323,0.8782837168,-0.2175944844,0.1850597232,10.4252305957,0.1244935197,0.6164224119
1548685918438022323,0.8923684027,-0.2264723618,0.1852114523,10.4383864935,0.1185012179,0.5423896824
1548685918443001323,0.9037634282,-0.2333262158,0.1821635006,10.4981860292,0.1005492726,0.5099270161
1548685918447980323,0.9141206267,-0.2314873907,0.1702581100,10.4862261220,0.0512652786,0.3917003258
1548685918452959323,0.9249158543,-0.2272993469,0.1508296852,10.4515423914,0.0031550783,0.2749553934
1548685918457938323,0.9310722251,-0.2216620406,0.1263398195,10.4025067721,0.0103050231,0.2510036764
1548685918462917323,0.9347381371,-0.2133822988,0.0911306977,10.3797829486,0.0655548905,0.1657213402
1548685918467896323,0.9393504357,-0.2010477008,0.0532253103,10.3367272829,0.1231831786,0.1240906651
1548685918472875323,0.9437145198,-0.1881331929,0.0145162181,10.2039723137,0.1049948448,0.0754960447
1548685918477854323,0.9483110493,-0.1711800746,-0.0244665677,10.1334088616,0.1049082179,0.0647349427
1548685918482834323,0.9502599842,-0.1522437122,-0.0591320324,9.9898899760,0.0638745499,0.0362220125
1548685918487813323,0.9493209042,-0.1301763472,-0.0886735374,9.8069033969,0.0143805959,0.0762426803
1548685918492791323,0.9474324440,-0.1029544696,-0.1125727508,9.6191328549,-0.0507412080,0.1163325651
1548685918497770323,0.9446085992,-0.0665638177,-0.1268058057,9.4301663223,-0.0966374317,0.1986366442
1548685918502750323,0.9401004451,-0.0264530639,-0.1372683199,9.3129592324,-0.0895711772,0.2565029576
1548685918507741323,0.9353751627,0.0193861021,-0.1410215207,9.2256519103,-0.0283921428,0.3467722416
1548685918512708323,0.9321444764,0.0649053850,-0.1378072129,9.1670483653,-0.0044302767,0.4354874886
1548685918517686323,0.9284653911,0.1129764372,-0.1270736331,9.1802042632,0.0652839245,0.4892161131
1548685918522666323,0.9272536646,0.1572766391,-0.1101838060,9.2256519103,0.1242225538,0.5096829023
1548685918527645323,0.9258533886,0.1966325712,-0.0855026195,9.2794714924,0.1615410314,0.5570040217
1548685918532623323,0.9286113095,0.2310805404,-0.0562900032,9.3727587680,0.2169333191,0.5990933065
1548685918537603323,0.9313768326,0.2626441192,-0.0268067094,9.4481061829,0.3215728946,0.6754112318
1548685918542582323,0.9370472693,0.2887586969,-0.0002978902,9.4325583037,0.4261008830,0.7025592972
1548685918547560323,0.9453970308,0.3071052289,0.0253880707,9.4253823594,0.5102104102,0.7917303998
1548685918552540323,0.9544496524,0.3243279408,0.0462361657,9.4600660901,0.5402952526,0.8522095274
1548685918557519323,0.9685899025,0.3352476429,0.0638228071,9.4803979322,0.5835810717,0.9574283278
1548685918562497323,0.9807639559,0.3415812351,0.0749868928,9.4600660901,0.5835561115,1.0034252057
1548685918567476323,0.9931399786,0.3465166419,0.0783644879,9.4708300065,0.6039980646,1.0489929592
1548685918572456323,1.0067102184,0.3480225171,0.0771701901,9.4433222201,0.6243930338,1.1232176346
1548685918577435323,1.0200073589,0.3484062134,0.0700726927,9.4229903780,0.6159562398,1.1551490621
1548685918582414323,1.0332823369,0.3465097775,0.0581446075,9.5354135050,0.5379843714,1.2333529886
1548685918587393323,1.0450911168,0.3400147599,0.0424743482,9.6394646971,0.5417171809,1.1850416456
